,reaction_id,subsystem
3381,r_2660,Glycerophospholipid metabolism
3382,r_2660_REV,Glycerophospholipid metabolism
3383,r_2661,Glycerophospholipid metabolism
3384,r_2661_REV,Glycerophospholipid metabolism
3385,r_2662,Glycerophospholipid metabolism
3386,r_2662_REV,Glycerophospholipid metabolism
3387,r_2663,Glycerophospholipid metabolism
3388,r_2663_REV,Glycerophospholipid metabolism
3389,r_2664,Glycerophospholipid metabolism
3390,r_2664_REV,Glycerophospholipid metabolism
3391,r_2665,Glycerophospholipid metabolism
3392,r_2665_REV,Glycerophospholipid metabolism
3393,r_2666,Glycerophospholipid metabolism
3394,r_2666_REV,Glycerophospholipid metabolism
3395,r_2667,Glycerophospholipid metabolism
3396,r_2667_REV,Glycerophospholipid metabolism
3397,r_2668,Glycerophospholipid metabolism
3398,r_2668_REV,Glycerophospholipid metabolism
3399,r_2669,Glycerophospholipid metabolism
3400,r_2669_REV,Glycerophospholipid metabolism
3401,r_2670,Glycerophospholipid metabolism
3402,r_2670_REV,Glycerophospholipid metabolism
3403,r_2671,Glycerophospholipid metabolism
3404,r_2671_REV,Glycerophospholipid metabolism
3405,r_2672,Glycerophospholipid metabolism
3406,r_2672_REV,Glycerophospholipid metabolism
3407,r_2673,Glycerophospholipid metabolism
3408,r_2673_REV,Glycerophospholipid metabolism
3409,r_2674,Glycerophospholipid metabolism
3410,r_2674_REV,Glycerophospholipid metabolism
3411,r_2675,Glycerophospholipid metabolism
3412,r_2675_REV,Glycerophospholipid metabolism
3413,r_2676,Glycerophospholipid metabolism
3414,r_2676_REV,Glycerophospholipid metabolism
3415,r_2677,Glycerophospholipid metabolism
3416,r_2677_REV,Glycerophospholipid metabolism
3417,r_2678,Glycerophospholipid metabolism
3418,r_2678_REV,Glycerophospholipid metabolism
3419,r_2679,Glycerophospholipid metabolism
3420,r_2679_REV,Glycerophospholipid metabolism
3421,r_2680,Glycerophospholipid metabolism
3422,r_2680_REV,Glycerophospholipid metabolism
3423,r_2681,Glycerophospholipid metabolism
3424,r_2681_REV,Glycerophospholipid metabolism
3425,r_2682,Glycerophospholipid metabolism
3426,r_2682_REV,Glycerophospholipid metabolism
3427,r_2683,Glycerophospholipid metabolism
3428,r_2683_REV,Glycerophospholipid metabolism
3429,r_2684,Glycerophospholipid metabolism
3430,r_2684_REV,Glycerophospholipid metabolism
3431,r_2685,Glycerophospholipid metabolism
3432,r_2685_REV,Glycerophospholipid metabolism
3433,r_2686,Glycerophospholipid metabolism
3434,r_2686_REV,Glycerophospholipid metabolism
3435,r_2687,Glycerophospholipid metabolism
3436,r_2687_REV,Glycerophospholipid metabolism
3437,r_2688,Glycerophospholipid metabolism
3438,r_2688_REV,Glycerophospholipid metabolism
3439,r_2689,Glycerophospholipid metabolism
3440,r_2689_REV,Glycerophospholipid metabolism
3441,r_2690,Glycerophospholipid metabolism
3442,r_2690_REV,Glycerophospholipid metabolism
3443,r_2691,Glycerophospholipid metabolism
3444,r_2691_REV,Glycerophospholipid metabolism
3445,r_2692,Glycerophospholipid metabolism
3446,r_2692_REV,Glycerophospholipid metabolism
3447,r_2693,Glycerophospholipid metabolism
3448,r_2693_REV,Glycerophospholipid metabolism
3449,r_2694,Glycerophospholipid metabolism
3450,r_2694_REV,Glycerophospholipid metabolism
3451,r_2695,Glycerophospholipid metabolism
3452,r_2695_REV,Glycerophospholipid metabolism
3453,r_2696,Glycerophospholipid metabolism
3454,r_2696_REV,Glycerophospholipid metabolism
3455,r_2697,Glycerophospholipid metabolism
3456,r_2697_REV,Glycerophospholipid metabolism
3457,r_2698,Glycerophospholipid metabolism
3458,r_2698_REV,Glycerophospholipid metabolism
3459,r_2699,Glycerophospholipid metabolism
3460,r_2699_REV,Glycerophospholipid metabolism
3461,r_2700,Glycerophospholipid metabolism
3462,r_2700_REV,Glycerophospholipid metabolism
3463,r_2701,Glycerophospholipid metabolism
3464,r_2701_REV,Glycerophospholipid metabolism
3465,r_2702,Glycerophospholipid metabolism
3466,r_2702_REV,Glycerophospholipid metabolism
3467,r_2703,Glycerophospholipid metabolism
3468,r_2703_REV,Glycerophospholipid metabolism
3469,r_2704,Glycerophospholipid metabolism
3470,r_2704_REV,Glycerophospholipid metabolism
3471,r_2705,Glycerophospholipid metabolism
3472,r_2705_REV,Glycerophospholipid metabolism
3473,r_2706,Glycerophospholipid metabolism
3474,r_2706_REV,Glycerophospholipid metabolism
3475,r_2707,Glycerophospholipid metabolism
3476,r_2707_REV,Glycerophospholipid metabolism
3477,r_2708,Glycerophospholipid metabolism
3478,r_2708_REV,Glycerophospholipid metabolism
3479,r_2709,Glycerophospholipid metabolism
3480,r_2709_REV,Glycerophospholipid metabolism
3481,r_2710,Glycerophospholipid metabolism
3482,r_2710_REV,Glycerophospholipid metabolism
3483,r_2711,Glycerophospholipid metabolism
3484,r_2711_REV,Glycerophospholipid metabolism
3485,r_2712,Glycerophospholipid metabolism
3486,r_2712_REV,Glycerophospholipid metabolism
3487,r_2713,Glycerophospholipid metabolism
3488,r_2713_REV,Glycerophospholipid metabolism
3489,r_2714,Glycerophospholipid metabolism
3490,r_2714_REV,Glycerophospholipid metabolism
3491,r_2715,Glycerophospholipid metabolism
3492,r_2715_REV,Glycerophospholipid metabolism
3493,r_2716,Glycerophospholipid metabolism
3494,r_2716_REV,Glycerophospholipid metabolism
3495,r_2717,Glycerophospholipid metabolism
3496,r_2717_REV,Glycerophospholipid metabolism
3497,r_2718,Glycerophospholipid metabolism
3498,r_2718_REV,Glycerophospholipid metabolism
3499,r_2719,Glycerophospholipid metabolism
3500,r_2719_REV,Glycerophospholipid metabolism
3501,r_2720,Glycerophospholipid metabolism
3502,r_2720_REV,Glycerophospholipid metabolism
3503,r_2721,Glycerophospholipid metabolism
3504,r_2721_REV,Glycerophospholipid metabolism
3505,r_2722,Glycerophospholipid metabolism
3506,r_2722_REV,Glycerophospholipid metabolism
3507,r_2723,Glycerophospholipid metabolism
3508,r_2723_REV,Glycerophospholipid metabolism
3509,r_2724,Glycerophospholipid metabolism
3510,r_2724_REV,Glycerophospholipid metabolism
3511,r_2725,Glycerophospholipid metabolism
3512,r_2725_REV,Glycerophospholipid metabolism
3513,r_2726,Glycerophospholipid metabolism
3514,r_2726_REV,Glycerophospholipid metabolism
3515,r_2727,Glycerophospholipid metabolism
3516,r_2727_REV,Glycerophospholipid metabolism
3517,r_2728,Glycerophospholipid metabolism
3518,r_2728_REV,Glycerophospholipid metabolism
3519,r_2729,Glycerophospholipid metabolism
3520,r_2729_REV,Glycerophospholipid metabolism
3521,r_2730,Glycerophospholipid metabolism
3522,r_2730_REV,Glycerophospholipid metabolism
3523,r_2731,Glycerophospholipid metabolism
3524,r_2731_REV,Glycerophospholipid metabolism
3525,r_2732,Glycerophospholipid metabolism
3526,r_2732_REV,Glycerophospholipid metabolism
3527,r_2733,Glycerophospholipid metabolism
3528,r_2733_REV,Glycerophospholipid metabolism
3529,r_2734,Glycerophospholipid metabolism
3530,r_2734_REV,Glycerophospholipid metabolism
3531,r_2735,Glycerophospholipid metabolism
3532,r_2735_REV,Glycerophospholipid metabolism
3533,r_2736,Glycerophospholipid metabolism
3534,r_2736_REV,Glycerophospholipid metabolism
3535,r_2737,Glycerophospholipid metabolism
3536,r_2737_REV,Glycerophospholipid metabolism
3537,r_2738,Glycerophospholipid metabolism
3538,r_2738_REV,Glycerophospholipid metabolism
3539,r_2739,Glycerophospholipid metabolism
3540,r_2739_REV,Glycerophospholipid metabolism
3541,r_2740,Glycerophospholipid metabolism
3542,r_2740_REV,Glycerophospholipid metabolism
3543,r_2741,Glycerophospholipid metabolism
3544,r_2741_REV,Glycerophospholipid metabolism
3545,r_2742,Glycerophospholipid metabolism
3546,r_2742_REV,Glycerophospholipid metabolism
3547,r_2743,Glycerophospholipid metabolism
3548,r_2743_REV,Glycerophospholipid metabolism
3549,r_2744,Glycerophospholipid metabolism
3550,r_2744_REV,Glycerophospholipid metabolism
3551,r_2745,Glycerophospholipid metabolism
3552,r_2745_REV,Glycerophospholipid metabolism
3553,r_2746,Glycerophospholipid metabolism
3554,r_2746_REV,Glycerophospholipid metabolism
3555,r_2747,Glycerophospholipid metabolism
3556,r_2747_REV,Glycerophospholipid metabolism
3557,r_2748,Glycerophospholipid metabolism
3558,r_2748_REV,Glycerophospholipid metabolism
3559,r_2749,Glycerophospholipid metabolism
3560,r_2749_REV,Glycerophospholipid metabolism
3561,r_2750,Glycerophospholipid metabolism
3562,r_2750_REV,Glycerophospholipid metabolism
3563,r_2751,Glycerophospholipid metabolism
3564,r_2751_REV,Glycerophospholipid metabolism
3565,r_2752,Glycerophospholipid metabolism
3566,r_2752_REV,Glycerophospholipid metabolism
3567,r_2753,Glycerophospholipid metabolism
3568,r_2753_REV,Glycerophospholipid metabolism
3569,r_2754,Glycerophospholipid metabolism
3570,r_2754_REV,Glycerophospholipid metabolism
3571,r_2755,Glycerophospholipid metabolism
3572,r_2755_REV,Glycerophospholipid metabolism
3573,r_2756,Glycerophospholipid metabolism
3574,r_2756_REV,Glycerophospholipid metabolism
3575,r_2757,Glycerophospholipid metabolism
3576,r_2757_REV,Glycerophospholipid metabolism
3577,r_2758,Glycerophospholipid metabolism
3578,r_2758_REV,Glycerophospholipid metabolism
3579,r_2759,Glycerophospholipid metabolism
3580,r_2759_REV,Glycerophospholipid metabolism
3581,r_2760,Glycerophospholipid metabolism
3582,r_2760_REV,Glycerophospholipid metabolism
3583,r_2761,Glycerophospholipid metabolism
3584,r_2761_REV,Glycerophospholipid metabolism
3585,r_2762,Glycerophospholipid metabolism
3586,r_2762_REV,Glycerophospholipid metabolism
3587,r_2763,Glycerophospholipid metabolism
3588,r_2763_REV,Glycerophospholipid metabolism
3589,r_2764,Glycerophospholipid metabolism
3590,r_2764_REV,Glycerophospholipid metabolism
3591,r_2765,Glycerophospholipid metabolism
3592,r_2765_REV,Glycerophospholipid metabolism
3593,r_2766,Glycerophospholipid metabolism
3594,r_2766_REV,Glycerophospholipid metabolism
3595,r_2767,Glycerophospholipid metabolism
3596,r_2767_REV,Glycerophospholipid metabolism
3597,r_2768,Glycerophospholipid metabolism
3598,r_2768_REV,Glycerophospholipid metabolism
3599,r_2769,Glycerophospholipid metabolism
3600,r_2769_REV,Glycerophospholipid metabolism
3601,r_2770,Glycerophospholipid metabolism
3602,r_2770_REV,Glycerophospholipid metabolism
3603,r_2771,Glycerophospholipid metabolism
3604,r_2771_REV,Glycerophospholipid metabolism
3605,r_2772,Glycerophospholipid metabolism
3606,r_2772_REV,Glycerophospholipid metabolism
3607,r_2773,Glycerophospholipid metabolism
3608,r_2773_REV,Glycerophospholipid metabolism
3609,r_2774,Glycerophospholipid metabolism
3610,r_2774_REV,Glycerophospholipid metabolism
3611,r_2775,Glycerophospholipid metabolism
3612,r_2775_REV,Glycerophospholipid metabolism
3613,r_2776,Glycerophospholipid metabolism
3614,r_2776_REV,Glycerophospholipid metabolism
3615,r_2777,Glycerophospholipid metabolism
3616,r_2777_REV,Glycerophospholipid metabolism
3617,r_2778,Glycerophospholipid metabolism
3618,r_2778_REV,Glycerophospholipid metabolism
3619,r_2779,Glycerophospholipid metabolism
3620,r_2779_REV,Glycerophospholipid metabolism
3621,r_2780,Glycerophospholipid metabolism
3622,r_2780_REV,Glycerophospholipid metabolism
3623,r_2781,Glycerophospholipid metabolism
3624,r_2781_REV,Glycerophospholipid metabolism
3625,r_2782,Glycerophospholipid metabolism
3626,r_2782_REV,Glycerophospholipid metabolism
3627,r_2783,Glycerophospholipid metabolism
3628,r_2783_REV,Glycerophospholipid metabolism
3629,r_2784,Glycerophospholipid metabolism
3630,r_2784_REV,Glycerophospholipid metabolism
3631,r_2785,Glycerophospholipid metabolism
3632,r_2785_REV,Glycerophospholipid metabolism
3633,r_2786,Glycerophospholipid metabolism
3634,r_2786_REV,Glycerophospholipid metabolism
3635,r_2787,Glycerophospholipid metabolism
3636,r_2787_REV,Glycerophospholipid metabolism
3637,r_2788,Glycerophospholipid metabolism
3638,r_2788_REV,Glycerophospholipid metabolism
3639,r_2789,Glycerophospholipid metabolism
3640,r_2789_REV,Glycerophospholipid metabolism
3641,r_2790,Glycerophospholipid metabolism
3642,r_2790_REV,Glycerophospholipid metabolism
3643,r_2791,Glycerophospholipid metabolism
3644,r_2791_REV,Glycerophospholipid metabolism
3645,r_2792,Glycerophospholipid metabolism
3646,r_2792_REV,Glycerophospholipid metabolism
3647,r_2793,Glycerophospholipid metabolism
3648,r_2793_REV,Glycerophospholipid metabolism
3649,r_2794,Glycerophospholipid metabolism
3650,r_2794_REV,Glycerophospholipid metabolism
3651,r_2795,Glycerophospholipid metabolism
3652,r_2795_REV,Glycerophospholipid metabolism
3653,r_2796,Glycerophospholipid metabolism
3654,r_2796_REV,Glycerophospholipid metabolism
3655,r_2797,Glycerophospholipid metabolism
3656,r_2797_REV,Glycerophospholipid metabolism
3657,r_2798,Glycerophospholipid metabolism
3658,r_2798_REV,Glycerophospholipid metabolism
3659,r_2799,Glycerophospholipid metabolism
3660,r_2799_REV,Glycerophospholipid metabolism
3661,r_2800,Glycerophospholipid metabolism
3662,r_2800_REV,Glycerophospholipid metabolism
3663,r_2801,Glycerophospholipid metabolism
3664,r_2801_REV,Glycerophospholipid metabolism
3665,r_2802,Glycerophospholipid metabolism
3666,r_2802_REV,Glycerophospholipid metabolism
3667,r_2803,Glycerophospholipid metabolism
3668,r_2803_REV,Glycerophospholipid metabolism
3669,r_2804,Glycerophospholipid metabolism
3670,r_2804_REV,Glycerophospholipid metabolism
3671,r_2805,Glycerophospholipid metabolism
3672,r_2805_REV,Glycerophospholipid metabolism
3673,r_2806,Glycerophospholipid metabolism
3674,r_2806_REV,Glycerophospholipid metabolism
3675,r_2807,Glycerophospholipid metabolism
3676,r_2807_REV,Glycerophospholipid metabolism
3677,r_2808,Glycerophospholipid metabolism
3678,r_2808_REV,Glycerophospholipid metabolism
3679,r_2809,Glycerophospholipid metabolism
3680,r_2809_REV,Glycerophospholipid metabolism
3681,r_2810,Glycerophospholipid metabolism
3682,r_2810_REV,Glycerophospholipid metabolism
3683,r_2811,Glycerophospholipid metabolism
3684,r_2811_REV,Glycerophospholipid metabolism
3685,r_2812,Glycerophospholipid metabolism
3686,r_2813,Glycerophospholipid metabolism
3687,r_2814,Glycerophospholipid metabolism
3688,r_2815,Glycerophospholipid metabolism
3689,r_2816,Glycerophospholipid metabolism
3690,r_2817,Glycerophospholipid metabolism
3691,r_2818,Glycerophospholipid metabolism
3692,r_2819,Glycerophospholipid metabolism
3693,r_2820_EXP_1,Inositol phosphate metabolism
3694,r_2820_EXP_2,Inositol phosphate metabolism
3695,r_2821_EXP_1,Inositol phosphate metabolism
3696,r_2821_EXP_2,Inositol phosphate metabolism
3697,r_2822_EXP_1,Inositol phosphate metabolism
3698,r_2822_EXP_2,Inositol phosphate metabolism
3699,r_2823_EXP_1,Inositol phosphate metabolism
3700,r_2823_EXP_2,Inositol phosphate metabolism
3701,r_2824_EXP_1,Inositol phosphate metabolism
3702,r_2824_EXP_2,Inositol phosphate metabolism
3703,r_2825_EXP_1,Inositol phosphate metabolism
3704,r_2825_EXP_2,Inositol phosphate metabolism
3705,r_2826_EXP_1,Inositol phosphate metabolism
3706,r_2826_EXP_2,Inositol phosphate metabolism
3707,r_2827_EXP_1,Inositol phosphate metabolism
3708,r_2827_EXP_2,Inositol phosphate metabolism
3709,r_2828,Inositol phosphate metabolism
3710,r_2829,Inositol phosphate metabolism
3711,r_2830,Inositol phosphate metabolism
3712,r_2831,Inositol phosphate metabolism
3713,r_2832,Inositol phosphate metabolism
3714,r_2833,Inositol phosphate metabolism
3715,r_2834,Inositol phosphate metabolism
3716,r_2835,Inositol phosphate metabolism
3717,r_2836,Inositol phosphate metabolism
3718,r_2837,Inositol phosphate metabolism
3719,r_2838,Inositol phosphate metabolism
3720,r_2839,Inositol phosphate metabolism
3721,r_2840,Inositol phosphate metabolism
3722,r_2841,Inositol phosphate metabolism
3723,r_2842,Inositol phosphate metabolism
3724,r_2843,Inositol phosphate metabolism
3725,r_2844,Inositol phosphate metabolism
3726,r_2845,Inositol phosphate metabolism
3727,r_2846,Inositol phosphate metabolism
3728,r_2847,Inositol phosphate metabolism
3729,r_2848,Inositol phosphate metabolism
3730,r_2849,Inositol phosphate metabolism
3731,r_2850,Inositol phosphate metabolism
3732,r_2851,Inositol phosphate metabolism
3733,r_2852_EXP_1,Inositol phosphate metabolism
3734,r_2852_EXP_2,Inositol phosphate metabolism
3735,r_2852_EXP_3,Inositol phosphate metabolism
3736,r_2853_EXP_1,Inositol phosphate metabolism
3737,r_2853_EXP_2,Inositol phosphate metabolism
3738,r_2853_EXP_3,Inositol phosphate metabolism
3739,r_2854_EXP_1,Inositol phosphate metabolism
3740,r_2854_EXP_2,Inositol phosphate metabolism
3741,r_2854_EXP_3,Inositol phosphate metabolism
3742,r_2855_EXP_1,Inositol phosphate metabolism
3743,r_2855_EXP_2,Inositol phosphate metabolism
3744,r_2855_EXP_3,Inositol phosphate metabolism
3745,r_2856_EXP_1,Inositol phosphate metabolism
3746,r_2856_EXP_2,Inositol phosphate metabolism
3747,r_2856_EXP_3,Inositol phosphate metabolism
3748,r_2857_EXP_1,Inositol phosphate metabolism
3749,r_2857_EXP_2,Inositol phosphate metabolism
3750,r_2857_EXP_3,Inositol phosphate metabolism
3751,r_2858_EXP_1,Inositol phosphate metabolism
3752,r_2858_EXP_2,Inositol phosphate metabolism
3753,r_2858_EXP_3,Inositol phosphate metabolism
3754,r_2859_EXP_1,Inositol phosphate metabolism
3755,r_2859_EXP_2,Inositol phosphate metabolism
3756,r_2859_EXP_3,Inositol phosphate metabolism
3757,r_2860,Inositol phosphate metabolism
3758,r_2861,Inositol phosphate metabolism
3759,r_2862,Inositol phosphate metabolism
3760,r_2863,Inositol phosphate metabolism
3761,r_2864,Inositol phosphate metabolism
3762,r_2865,Inositol phosphate metabolism
3763,r_2866,Inositol phosphate metabolism
3764,r_2867,Inositol phosphate metabolism
3765,r_2868,Inositol phosphate metabolism
3766,r_2869,Inositol phosphate metabolism
3767,r_2870,Inositol phosphate metabolism
3768,r_2871,Inositol phosphate metabolism
3769,r_2872,Inositol phosphate metabolism
3770,r_2873,Inositol phosphate metabolism
3771,r_2874,Inositol phosphate metabolism
3772,r_2875,Inositol phosphate metabolism
3773,r_2876,Inositol phosphate metabolism
3774,r_2877,Inositol phosphate metabolism
3775,r_2878,Inositol phosphate metabolism
3776,r_2879,Inositol phosphate metabolism
3777,r_2880,Inositol phosphate metabolism
3778,r_2881,Inositol phosphate metabolism
3779,r_2882,Inositol phosphate metabolism
3780,r_2883,Inositol phosphate metabolism
3781,r_2884,Glycerolipid metabolism
3782,r_2884_REV,Glycerolipid metabolism
3783,r_2885,Glycerolipid metabolism
3784,r_2885_REV,Glycerolipid metabolism
3785,r_2886,Glycerolipid metabolism
3786,r_2886_REV,Glycerolipid metabolism
3787,r_2887,Glycerolipid metabolism
3788,r_2887_REV,Glycerolipid metabolism
3789,r_2888,Glycerolipid metabolism
3790,r_2888_REV,Glycerolipid metabolism
3791,r_2889,Glycerolipid metabolism
3792,r_2889_REV,Glycerolipid metabolism
3793,r_2890,Glycerolipid metabolism
3794,r_2890_REV,Glycerolipid metabolism
3795,r_2891,Glycerolipid metabolism
3796,r_2891_REV,Glycerolipid metabolism
3797,r_2892,Glycerolipid metabolism
3798,r_2892_REV,Glycerolipid metabolism
3799,r_2893,Glycerolipid metabolism
3800,r_2893_REV,Glycerolipid metabolism
3801,r_2894,Glycerolipid metabolism
3802,r_2894_REV,Glycerolipid metabolism
3803,r_2895,Glycerolipid metabolism
3804,r_2895_REV,Glycerolipid metabolism
3805,r_2896,Glycerolipid metabolism
3806,r_2896_REV,Glycerolipid metabolism
3807,r_2897,Glycerolipid metabolism
3808,r_2897_REV,Glycerolipid metabolism
3809,r_2898,Glycerolipid metabolism
3810,r_2898_REV,Glycerolipid metabolism
3811,r_2899,Glycerolipid metabolism
3812,r_2899_REV,Glycerolipid metabolism
3813,r_2900,Glycerolipid metabolism
3814,r_2900_REV,Glycerolipid metabolism
3815,r_2901,Glycerolipid metabolism
3816,r_2901_REV,Glycerolipid metabolism
3817,r_2902,Glycerolipid metabolism
3818,r_2902_REV,Glycerolipid metabolism
3819,r_2903,Glycerolipid metabolism
3820,r_2903_REV,Glycerolipid metabolism
3821,r_2904,Glycerolipid metabolism
3822,r_2904_REV,Glycerolipid metabolism
3823,r_2905,Glycerolipid metabolism
3824,r_2905_REV,Glycerolipid metabolism
3825,r_2906,Glycerolipid metabolism
3826,r_2906_REV,Glycerolipid metabolism
3827,r_2907,Glycerolipid metabolism
3828,r_2907_REV,Glycerolipid metabolism
3829,r_2908,Glycerolipid metabolism
3830,r_2908_REV,Glycerolipid metabolism
3831,r_2909,Glycerolipid metabolism
3832,r_2909_REV,Glycerolipid metabolism
3833,r_2910,Glycerolipid metabolism
3834,r_2910_REV,Glycerolipid metabolism
3835,r_2911,Glycerolipid metabolism
3836,r_2911_REV,Glycerolipid metabolism
3837,r_2912,Glycerolipid metabolism
3838,r_2912_REV,Glycerolipid metabolism
3839,r_2913,Glycerolipid metabolism
3840,r_2913_REV,Glycerolipid metabolism
3841,r_2914,Glycerolipid metabolism
3842,r_2914_REV,Glycerolipid metabolism
3843,r_2915,Glycerolipid metabolism
3844,r_2915_REV,Glycerolipid metabolism
3845,r_2916,Glycerolipid metabolism
3846,r_2916_REV,Glycerolipid metabolism
3847,r_2917,Glycerolipid metabolism
3848,r_2917_REV,Glycerolipid metabolism
3849,r_2918,Glycerolipid metabolism
3850,r_2918_REV,Glycerolipid metabolism
3851,r_2919,Glycerolipid metabolism
3852,r_2919_REV,Glycerolipid metabolism
3853,r_2920,Glycerolipid metabolism
3854,r_2920_REV,Glycerolipid metabolism
3855,r_2921,Glycerolipid metabolism
3856,r_2921_REV,Glycerolipid metabolism
3857,r_2922,Glycerolipid metabolism
3858,r_2922_REV,Glycerolipid metabolism
3859,r_2923,Glycerolipid metabolism
3860,r_2923_REV,Glycerolipid metabolism
3861,r_2924,Glycerolipid metabolism
3862,r_2924_REV,Glycerolipid metabolism
3863,r_2925,Glycerolipid metabolism
3864,r_2925_REV,Glycerolipid metabolism
3865,r_2926,Glycerolipid metabolism
3866,r_2926_REV,Glycerolipid metabolism
3867,r_2927,Glycerolipid metabolism
3868,r_2927_REV,Glycerolipid metabolism
3869,r_2928,Glycerolipid metabolism
3870,r_2928_REV,Glycerolipid metabolism
3871,r_2929,Glycerolipid metabolism
3872,r_2929_REV,Glycerolipid metabolism
3873,r_2930,Glycerolipid metabolism
3874,r_2930_REV,Glycerolipid metabolism
3875,r_2931,Glycerolipid metabolism
3876,r_2931_REV,Glycerolipid metabolism
3877,r_2932,Glycerolipid metabolism
3878,r_2932_REV,Glycerolipid metabolism
3879,r_2933,Glycerolipid metabolism
3880,r_2933_REV,Glycerolipid metabolism
3881,r_2934,Glycerolipid metabolism
3882,r_2934_REV,Glycerolipid metabolism
3883,r_2935,Glycerolipid metabolism
3884,r_2935_REV,Glycerolipid metabolism
3885,r_2936,Glycerolipid metabolism
3886,r_2936_REV,Glycerolipid metabolism
3887,r_2937,Glycerolipid metabolism
3888,r_2937_REV,Glycerolipid metabolism
3889,r_2938,Glycerolipid metabolism
3890,r_2938_REV,Glycerolipid metabolism
3891,r_2939,Glycerolipid metabolism
3892,r_2939_REV,Glycerolipid metabolism
3893,r_2940,Glycerolipid metabolism
3894,r_2940_REV,Glycerolipid metabolism
3895,r_2941,Glycerolipid metabolism
3896,r_2941_REV,Glycerolipid metabolism
3897,r_2942,Glycerolipid metabolism
3898,r_2942_REV,Glycerolipid metabolism
3899,r_2943,Glycerolipid metabolism
3900,r_2943_REV,Glycerolipid metabolism
3901,r_2944,Glycerolipid metabolism
3902,r_2944_REV,Glycerolipid metabolism
3903,r_2945,Glycerolipid metabolism
3904,r_2945_REV,Glycerolipid metabolism
3905,r_2946,Glycerolipid metabolism
3906,r_2946_REV,Glycerolipid metabolism
3907,r_2947,Glycerolipid metabolism
3908,r_2947_REV,Glycerolipid metabolism
3909,r_2948,Glycerolipid metabolism
3910,r_2948_REV,Glycerolipid metabolism
3911,r_2949,Glycerolipid metabolism
3912,r_2949_REV,Glycerolipid metabolism
3913,r_2950,Glycerolipid metabolism
3914,r_2950_REV,Glycerolipid metabolism
3915,r_2951,Glycerolipid metabolism
3916,r_2951_REV,Glycerolipid metabolism
3917,r_2952,Glycerolipid metabolism
3918,r_2952_REV,Glycerolipid metabolism
3919,r_2953,Glycerolipid metabolism
3920,r_2953_REV,Glycerolipid metabolism
3921,r_2954,Glycerolipid metabolism
3922,r_2954_REV,Glycerolipid metabolism
3923,r_2955,Glycerolipid metabolism
3924,r_2955_REV,Glycerolipid metabolism
3925,r_2956,Glycerolipid metabolism
3926,r_2956_REV,Glycerolipid metabolism
3927,r_2957,Glycerolipid metabolism
3928,r_2957_REV,Glycerolipid metabolism
3929,r_2958,Glycerolipid metabolism
3930,r_2958_REV,Glycerolipid metabolism
3931,r_2959,Glycerolipid metabolism
3932,r_2959_REV,Glycerolipid metabolism
3933,r_2960,Glycerolipid metabolism
3934,r_2960_REV,Glycerolipid metabolism
3935,r_2961,Glycerolipid metabolism
3936,r_2961_REV,Glycerolipid metabolism
3937,r_2962,Glycerolipid metabolism
3938,r_2962_REV,Glycerolipid metabolism
3939,r_2963,Glycerolipid metabolism
3940,r_2963_REV,Glycerolipid metabolism
3941,r_2964,Glycerolipid metabolism
3942,r_2964_REV,Glycerolipid metabolism
3943,r_2965,Glycerolipid metabolism
3944,r_2965_REV,Glycerolipid metabolism
3945,r_2966,Glycerolipid metabolism
3946,r_2966_REV,Glycerolipid metabolism
3947,r_2967,Glycerolipid metabolism
3948,r_2967_REV,Glycerolipid metabolism
3949,r_2968,Glycerolipid metabolism
3950,r_2968_REV,Glycerolipid metabolism
3951,r_2969,Glycerolipid metabolism
3952,r_2969_REV,Glycerolipid metabolism
3953,r_2970,Glycerolipid metabolism
3954,r_2970_REV,Glycerolipid metabolism
3955,r_2971,Glycerolipid metabolism
3956,r_2971_REV,Glycerolipid metabolism
3957,r_2972,Glycerolipid metabolism
3958,r_2972_REV,Glycerolipid metabolism
3959,r_2973,Glycerolipid metabolism
3960,r_2973_REV,Glycerolipid metabolism
3961,r_2974,Glycerolipid metabolism
3962,r_2974_REV,Glycerolipid metabolism
3963,r_2975,Glycerolipid metabolism
3964,r_2975_REV,Glycerolipid metabolism
3965,r_2976,Glycerolipid metabolism
3966,r_2976_REV,Glycerolipid metabolism
3967,r_2977,Glycerolipid metabolism
3968,r_2977_REV,Glycerolipid metabolism
3969,r_2978,Glycerolipid metabolism
3970,r_2978_REV,Glycerolipid metabolism
3971,r_2979,Glycerolipid metabolism
3972,r_2979_REV,Glycerolipid metabolism
3973,r_2980,Glycerolipid metabolism
3974,r_2980_REV,Glycerolipid metabolism
3975,r_2981,Glycerolipid metabolism
3976,r_2981_REV,Glycerolipid metabolism
3977,r_2982,Glycerolipid metabolism
3978,r_2982_REV,Glycerolipid metabolism
3979,r_2983,Glycerolipid metabolism
3980,r_2983_REV,Glycerolipid metabolism
3981,r_2984,Glycerolipid metabolism
3982,r_2984_REV,Glycerolipid metabolism
3983,r_2985,Glycerolipid metabolism
3984,r_2985_REV,Glycerolipid metabolism
3985,r_2986,Glycerolipid metabolism
3986,r_2986_REV,Glycerolipid metabolism
3987,r_2987,Glycerolipid metabolism
3988,r_2987_REV,Glycerolipid metabolism
3989,r_2988,Glycerolipid metabolism
3990,r_2988_REV,Glycerolipid metabolism
3991,r_2989,Glycerolipid metabolism
3992,r_2989_REV,Glycerolipid metabolism
3993,r_2990,Glycerolipid metabolism
